,pessoa_id,pessoa_idade,salario_ano,propriedade_sit,ano_trabalhado,motivo_emprestimo,pontuacao_emprestimos,vl_total,tx_juros,inadimplencia,tx_renda_divida,hst_inadimplencia,hst_primeiro_credito
285,5f8Md6gn-dXCG,27.0,103000.0,1,8.0,4,1,8800.0,7.29,0.0,0.09,0.0,8
286,0BlibH5r-epYQ,23.0,21000.0,3,3.0,2,2,10000.0,12.21,1.0,0.48,0.0,4
287,3GeZBGTS-JR5o,24.0,25000.0,3,3.0,5,1,5000.0,7.14,0.0,0.2,0.0,2
290,34oqAOQB-bbOb,30.0,210000.0,1,2.0,6,3,24250.0,12.87,0.0,0.12,1.0,6
291,47k7NRxv-jKld,44.0,48000.0,3,4.0,4,2,7500.0,11.49,0.0,0.16,0.0,15
292,0jscRezL-FCj4,22.0,48000.0,1,6.0,3,1,9925.0,9.63,0.0,0.21,0.0,2
293,3XydiKz8-4mfr,24.0,43000.0,3,9.0,4,1,18000.0,7.9,1.0,0.42,0.0,2
294,2LT1fn3z-FQkX,23.0,48600.0,1,7.0,2,2,19000.0,11.36,0.0,0.39,0.0,4
295,11Y5DDZd-j7fy,23.0,62000.0,3,7.0,5,4,5500.0,17.49,0.0,0.09,0.0,3
296,1rhMb8Nh-JzzK,23.0,38896.0,3,2.0,2,3,7200.0,13.48,0.0,0.19,1.0,3
297,0NEe4UH5-Xkc2,26.0,28000.0,3,8.0,3,4,6625.0,12.92,0.0,0.24,0.0,2
299,3PRHF254-tQTR,24.0,42000.0,3,0.0,4,1,12000.0,7.66,0.0,0.29,0.0,2
300,2Cu7EvyD-I0Pu,24.0,14880.0,3,2.0,3,2,6000.0,10.0,1.0,0.4,0.0,3
301,5fMUJWQy-WebU,24.0,75000.0,3,4.0,5,1,10000.0,6.62,0.0,0.13,0.0,2
302,4ozukFXP-emmS,26.0,55900.0,1,5.0,2,3,18200.0,14.26,0.0,0.33,0.0,4
303,3iI8raQY-dLa6,23.0,50000.0,3,0.0,3,1,4900.0,8.49,0.0,0.1,0.0,3
304,5EREUags-I7Tt,30.0,21600.0,3,4.0,5,2,5000.0,11.71,0.0,0.23,0.0,7
305,2TS8BxG5-10ce,25.0,46144.0,1,9.0,3,1,1500.0,7.49,0.0,0.03,0.0,2
306,2GUFa9Kw-oCGZ,24.0,32000.0,1,5.0,6,1,6000.0,5.42,0.0,0.19,0.0,4
307,4J4aPfS9-RWn4,22.0,78996.0,3,1.0,1,4,12000.0,15.95,1.0,0.15,1.0,3
309,1NkJLsWT-BQSK,24.0,34300.0,3,4.0,4,2,18500.0,10.71,1.0,0.54,0.0,2
310,3cb3FgMO-2uWI,24.0,79000.0,3,0.0,4,2,8000.0,11.49,0.0,0.1,0.0,2
311,4XuYZ0Bn-sQfQ,22.0,32004.0,1,6.0,3,1,10000.0,7.51,0.0,0.31,0.0,2
312,1NKTqOca-ngj5,38.0,36400.0,3,1.0,2,3,6000.0,12.87,0.0,0.16,1.0,17
314,4Xx4lOO7-OKeO,27.0,35004.0,3,7.0,4,2,5000.0,10.75,0.0,0.14,0.0,8
315,3EQqPnt5-82dD,27.0,59147.0,1,11.0,4,2,7000.0,11.26,0.0,0.12,0.0,5
316,0YxewUDY-ulIk,26.0,21000.0,2,4.0,3,3,8000.0,13.79,0.0,0.38,1.0,3
317,0WzhQGa8-zkhM,28.0,44000.0,3,7.0,1,1,5000.0,5.42,0.0,0.11,0.0,7
318,1ZYf8uwp-NYc3,31.0,138000.0,1,0.0,2,1,35000.0,7.49,1.0,0.25,0.0,5
319,3wsfEApw-bktS,24.0,73440.0,1,7.0,3,1,7000.0,6.99,0.0,0.1,0.0,2
320,48SdQmbI-YEWX,23.0,80000.0,2,7.0,5,1,4000.0,5.99,0.0,0.05,0.0,4
322,0b6mt3Tm-aFBt,25.0,113000.0,3,8.0,1,2,14400.0,11.71,1.0,0.13,0.0,4
324,0aHnowyt-xHJj,23.0,34662.0,1,1.0,6,2,3000.0,10.75,1.0,0.09,0.0,4
325,38Tz7BFS-nkJv,23.0,61615.0,1,4.0,2,2,13000.0,10.62,0.0,0.21,0.0,4
326,0pQYYw6t-ZFAY,22.0,32244.0,3,2.0,5,2,11100.0,12.21,1.0,0.34,0.0,3
328,3tMsysZ4-0RQA,29.0,68500.0,3,4.0,5,2,10000.0,12.53,0.0,0.15,0.0,7
329,3g6wrRGx-6dcc,23.0,70000.0,1,3.0,5,1,15000.0,8.49,0.0,0.21,0.0,2
330,0EgfgtnX-YOZ6,27.0,62900.0,3,3.0,4,4,12000.0,15.95,1.0,0.16,0.0,9
331,0OnAw6JS-wE5K,34.0,109200.0,1,18.0,3,3,6000.0,12.23,0.0,0.05,1.0,5
333,4wqNaDPG-63jC,24.0,44700.0,2,8.0,4,4,14400.0,15.37,0.0,0.32,1.0,4
334,2MObZz28-Kd7Y,30.0,64000.0,1,3.0,3,1,10200.0,6.62,0.0,0.16,0.0,5
335,0g7M0qhC-I6EQ,26.0,75000.0,3,2.0,2,3,16000.0,13.35,0.0,0.21,1.0,2
336,0YGyY19v-MNWm,24.0,37000.0,1,0.0,4,3,8500.0,12.53,1.0,0.23,1.0,2
337,3IOZpXxT-pmz5,31.0,22800.0,3,3.0,6,1,2400.0,8.49,1.0,0.11,0.0,8
339,2lgbcwzM-oODb,27.0,33600.0,3,11.0,1,1,15000.0,5.79,1.0,0.45,0.0,8
341,16R20jhK-vfqD,22.0,67500.0,3,1.0,5,2,7500.0,9.76,0.0,0.11,0.0,3
342,50CBXOKP-iCiK,23.0,50400.0,1,7.0,3,2,2500.0,10.99,0.0,0.05,0.0,4
343,2tzaPs8Z-iBKj,39.0,61020.0,1,4.0,1,4,9975.0,13.99,1.0,0.16,0.0,11
344,1TQ8tuq7-bIRS,27.0,35000.0,3,0.0,1,1,3000.0,8.49,0.0,0.09,0.0,10
346,02ae22kn-MSCI,31.0,258000.0,1,3.0,2,1,28000.0,5.99,0.0,0.11,0.0,5
347,3Y0U7A0S-JnM9,22.0,39000.0,1,4.0,2,2,3250.0,10.99,0.0,0.08,0.0,2
348,2YSrqu3W-j6UC,23.0,54400.0,1,0.0,4,4,12000.0,15.62,1.0,0.19,0.0,3
349,4UuOpd05-ogtN,29.0,27048.0,3,5.0,1,2,3500.0,11.99,0.0,0.13,0.0,7
350,4krtE0kL-N1oQ,23.0,34000.0,1,2.0,1,1,10000.0,6.99,0.0,0.29,0.0,4
351,55SE4z4A-Ui33,21.0,30000.0,3,3.0,3,3,5600.0,13.61,0.0,0.19,1.0,2
352,2EOLoRNm-0M4z,26.0,75000.0,1,10.0,6,3,8000.0,13.92,0.0,0.11,0.0,4
353,2D1ZG7Ak-D1uz,29.0,49000.0,3,3.0,2,3,6000.0,13.99,1.0,0.12,0.0,6
355,13Xn66KP-l38G,25.0,54000.0,3,7.0,6,1,7575.0,6.99,0.0,0.14,0.0,4
356,06OeH5Z1-h0tr,24.0,205000.0,1,2.0,4,2,11000.0,10.99,0.0,0.05,0.0,4
357,3H0jEsvK-iqm2,25.0,48000.0,1,3.0,1,2,4800.0,10.74,0.0,0.1,0.0,4
359,4l5D4nIg-bQWU,27.0,34000.0,3,0.0,1,1,6000.0,6.99,0.0,0.18,0.0,6
360,5eIKzpwt-rPK9,33.0,69600.0,1,17.0,2,2,16000.0,11.99,0.0,0.23,0.0,8
361,1SRi5utX-a2jn,37.0,80000.0,1,18.0,4,2,20000.0,11.83,0.0,0.25,0.0,13
363,3glZCRiF-5nSE,30.0,122000.0,1,11.0,6,1,11200.0,5.42,0.0,0.09,0.0,9
364,3L0l89vv-iB5t,25.0,76700.0,1,1.0,5,5,14800.0,19.42,0.0,0.19,1.0,4
365,192NuYRG-g4Fr,25.0,95111.0,1,9.0,2,3,18000.0,14.72,0.0,0.19,0.0,4
366,24Avehoa-7DAz,27.0,100000.0,1,1.0,1,3,16000.0,13.43,0.0,0.16,0.0,5
370,2uKT30yS-nxk2,22.0,16800.0,1,0.0,1,3,4750.0,13.85,1.0,0.28,1.0,4
371,21is4Fcb-7nuT,27.0,40000.0,3,8.0,2,2,12000.0,10.37,0.0,0.3,0.0,9
372,3RG2BHxk-dNh0,25.0,95950.0,3,2.0,6,2,17500.0,11.71,0.0,0.18,0.0,2
374,5g3LpEqj-ZaTx,26.0,75000.0,0,5.0,4,1,10000.0,15.33,1.0,0.23,1.0,8
375,3fp0y0wm-dsd7,22.0,10000.0,3,0.0,6,4,1000.0,14.74,1.0,0.1,0.0,4
376,4JZ0fO4s-xHcI,26.0,30000.0,3,9.0,5,2,2000.0,11.49,0.0,0.07,0.0,3
377,5BrdDgLF-LzmU,22.0,55000.0,3,6.0,3,1,5000.0,6.91,0.0,0.09,0.0,2
379,1PlUc0s7-34sy,24.0,87996.0,3,8.0,1,4,10000.0,14.84,1.0,0.11,1.0,2
380,3hvxwLyH-ReD6,25.0,175000.0,1,10.0,6,1,8000.0,7.9,0.0,0.05,0.0,2
381,4LsBUezL-ZZlN,35.0,23000.0,3,13.0,4,1,6500.0,8.63,0.0,0.28,0.0,6
382,4yMDBWSe-t3gI,27.0,31200.0,2,1.0,1,5,7000.0,16.35,1.0,0.22,1.0,10
383,2mD7FnzY-fUYs,24.0,31000.0,3,1.0,3,4,2500.0,14.54,1.0,0.08,1.0,3
384,3e8rqisu-12N0,28.0,85000.0,1,3.0,1,1,7000.0,8.59,0.0,0.08,0.0,5
386,1HAgNH3n-MnnU,44.0,42000.0,1,4.0,4,1,13200.0,6.17,0.0,0.31,0.0,14
387,2EW7JExs-DW9K,23.0,38000.0,3,7.0,2,2,12000.0,11.71,1.0,0.32,0.0,4
388,1Y8v8Rjp-lU8x,30.0,52576.0,3,3.0,6,1,8400.0,7.49,1.0,0.16,0.0,6
389,3KZ9wo59-xbWE,25.0,80000.0,1,9.0,5,4,14000.0,15.62,0.0,0.17,1.0,4
390,46cE8drQ-kZNw,30.0,33280.0,3,1.0,4,3,4000.0,13.79,0.0,0.12,0.0,9
392,4MjGG8x9-b9Uu,33.0,115000.0,1,6.0,4,3,10500.0,13.49,0.0,0.09,0.0,9
393,3UuMz8iQ-yaxP,32.0,140304.0,1,8.0,4,1,20000.0,6.91,0.0,0.14,0.0,10
394,3m8cwB1s-zYLa,26.0,250000.0,1,11.0,6,2,9000.0,9.99,0.0,0.04,0.0,2
395,1zBTIBdy-5wu0,22.0,31500.0,3,5.0,3,2,13200.0,11.71,1.0,0.42,0.0,4
396,3hZhwoBF-2vZ7,25.0,21812.0,3,7.0,3,3,6000.0,14.72,0.0,0.28,1.0,2
397,3n5thedw-KUWl,25.0,50000.0,1,9.0,5,1,18650.0,7.9,0.0,0.37,0.0,4
398,1fhBXQE4-WDxJ,21.0,45432.0,1,4.0,3,2,5000.0,9.88,0.0,0.11,0.0,4
399,4oaPXyOU-PXeb,24.0,128000.0,1,4.0,3,1,12000.0,6.03,0.0,0.09,0.0,3
401,5CGRvvv2-h1IU,25.0,69996.0,3,9.0,3,4,25000.0,15.21,1.0,0.36,0.0,4
402,18SS7y9i-ukrk,33.0,35000.0,1,15.0,4,3,12000.0,13.11,0.0,0.34,1.0,7
403,2ZbLae3k-nAGy,22.0,28000.0,3,6.0,2,2,1000.0,10.25,1.0,0.04,0.0,3
404,2WeGeU8W-SEWh,22.0,98004.0,1,6.0,1,1,16000.0,7.66,0.0,0.16,0.0,3
406,2HNtsvGY-MpK2,23.0,132000.0,1,5.0,2,1,15000.0,6.99,0.0,0.11,0.0,2
407,4EhAseQk-wDMx,23.0,42996.0,3,3.0,2,2,8000.0,11.11,0.0,0.19,0.0,2
408,3rPrzb9k-FDRp,24.0,50000.0,1,2.0,5,1,12500.0,9.32,0.0,0.25,0.0,2
409,4Wh5u24t-4GbB,24.0,36000.0,1,3.0,3,2,8000.0,9.83,0.0,0.22,0.0,3
412,0BxkI26g-Du5P,21.0,29000.0,3,5.0,1,2,11325.0,9.91,1.0,0.39,0.0,3
413,2ksUhCCf-615j,24.0,48000.0,2,8.0,5,3,2200.0,15.27,0.0,0.05,1.0,4
414,1CqwEqcw-WcCo,23.0,75000.0,1,3.0,5,1,14400.0,6.03,0.0,0.19,0.0,4
415,02PzytOC-bKre,27.0,69996.0,3,1.0,2,2,6000.0,11.86,0.0,0.09,0.0,6
416,2E2Jp2gN-3Rc2,53.0,95000.0,2,24.0,2,1,6000.0,5.42,0.0,0.06,0.0,30
417,2RKx610g-s1Gn,25.0,40000.0,3,9.0,4,4,5600.0,14.61,0.0,0.14,1.0,4
419,2IEaY2jy-aTF5,26.0,15600.0,3,5.0,1,1,5000.0,5.99,1.0,0.32,0.0,3
420,2GgXfQpq-wUf2,23.0,75000.0,1,5.0,5,1,12000.0,7.51,0.0,0.16,0.0,3
422,1JAKxEAY-qEMF,27.0,19200.0,2,3.0,2,1,8000.0,8.9,1.0,0.42,0.0,8
423,03c5vbkb-p8u5,25.0,70000.0,3,2.0,6,3,7000.0,13.79,0.0,0.1,1.0,2
424,3So4bhZF-83Yi,23.0,15000.0,1,1.0,4,3,1750.0,12.68,0.0,0.12,1.0,3
425,1n4zgdvQ-WEWn,36.0,136000.0,1,0.0,5,3,4800.0,14.72,0.0,0.04,0.0,15
426,0ERrJMwI-QxE3,24.0,98000.0,2,8.0,6,1,12000.0,6.03,0.0,0.12,0.0,3
427,0lyhzEiK-2P25,25.0,99473.0,1,9.0,2,2,8500.0,11.58,0.0,0.09,0.0,2
428,1uJYHQ1O-2lPb,31.0,100000.0,1,6.0,4,2,6000.0,10.99,0.0,0.06,0.0,6
429,1yuXAyLZ-RTg6,23.0,125000.0,4,4.0,3,1,7500.0,8.0,0.0,0.06,0.0,2
430,4XGPQO2v-HIUF,37.0,85000.0,3,5.0,1,1,35000.0,8.9,1.0,0.41,0.0,17
432,1JnqA9F9-78JP,37.0,22800.0,2,18.0,3,1,7000.0,6.03,0.0,0.31,0.0,15
433,0eypyWWT-Qg0S,34.0,14400.0,3,2.0,2,2,2500.0,10.0,1.0,0.17,0.0,5
434,1PeK2HzO-5yF8,36.0,40000.0,2,2.0,2,1,5000.0,7.88,0.0,0.13,0.0,12
435,53Jz3s3k-AZJ4,27.0,57886.0,1,7.0,5,1,4000.0,7.9,0.0,0.07,0.0,9
436,3CtdTIua-WbgZ,34.0,70000.0,1,6.0,3,5,22000.0,19.91,0.0,0.31,1.0,8
437,4HepjPAl-7oiY,21.0,30720.0,3,5.0,3,3,18000.0,13.48,1.0,0.59,1.0,4
439,1xN2APxO-PMwu,36.0,30996.0,3,2.0,2,3,5500.0,12.53,0.0,0.18,1.0,15
441,4oyeMYfD-FcRj,25.0,80000.0,3,7.0,3,2,20000.0,8.88,0.0,0.25,0.0,4
442,2Mo3qdZZ-u3fl,25.0,32000.0,3,1.0,4,2,4000.0,11.49,0.0,0.13,0.0,4
443,4F8H6d6C-TmWk,35.0,53500.0,1,3.0,4,2,10000.0,9.91,0.0,0.19,0.0,5
444,5eeQS4UZ-8aDx,23.0,29952.0,1,1.0,1,4,4750.0,14.46,1.0,0.16,1.0,4
445,2r5UJPqv-a1R1,22.0,53124.0,1,4.0,3,3,6500.0,13.61,0.0,0.12,0.0,3
446,1cUKGNO7-Gbfm,38.0,80000.0,1,7.0,6,1,10000.0,7.29,0.0,0.13,0.0,16
447,2wWdPLw0-ay8q,42.0,160000.0,1,0.0,4,1,22000.0,6.99,0.0,0.14,0.0,16
448,33j1lmFS-ItNr,26.0,115000.0,1,6.0,6,3,15000.0,12.87,0.0,0.13,1.0,3
449,3iEW4gfU-wQAv,31.0,74000.0,1,13.0,5,3,1500.0,12.68,1.0,0.02,0.0,10
450,2sbXnTIo-v9wx,40.0,110000.0,1,14.0,2,2,5000.0,11.49,0.0,0.05,0.0,14
451,4R4IgQoK-0LT9,23.0,53616.0,3,6.0,3,2,1600.0,12.42,0.0,0.03,0.0,4
454,1ALpTMUB-1PDz,35.0,40000.0,3,2.0,4,3,7550.0,13.92,0.0,0.19,0.0,9
455,4u2Ljt6s-gBUa,34.0,52800.0,3,2.0,1,2,4325.0,10.75,0.0,0.08,0.0,5
456,0mKpnBxZ-e1Yd,26.0,55000.0,1,10.0,5,1,12500.0,8.94,0.0,0.23,0.0,2
458,035BR3xf-elRK,22.0,26000.0,2,2.0,3,1,7100.0,7.49,0.0,0.27,0.0,2
459,4D5X2AYT-fP3Y,22.0,26400.0,3,6.0,3,2,1500.0,11.11,0.0,0.06,0.0,3
460,59JCmXy6-ql75,28.0,108800.0,1,3.0,4,5,35000.0,16.4,1.0,0.27,1.0,7
462,5HM40kO1-FK61,25.0,60000.0,1,9.0,2,3,10200.0,13.92,0.0,0.17,1.0,4
463,0spEgKqm-l3s4,35.0,72500.0,1,0.0,1,2,4000.0,10.25,0.0,0.06,0.0,6
464,20IofNGN-9bLP,31.0,552000.0,3,0.0,2,1,8000.0,7.29,0.0,0.01,0.0,10
465,3A3eQt9i-ymN5,23.0,60000.0,3,4.0,5,1,3600.0,7.9,0.0,0.06,0.0,2
467,1phG8oPs-xyNd,23.0,84000.0,3,5.0,5,1,6000.0,6.99,0.0,0.07,0.0,3
468,1TcjHhiM-Z9ar,29.0,75000.0,1,3.0,2,2,4000.0,10.75,0.0,0.05,0.0,9
469,0zxmNicC-9sdA,26.0,96000.0,3,6.0,2,3,19000.0,13.22,0.0,0.2,1.0,2
470,1fCkLRM3-d78a,23.0,25000.0,3,6.0,2,3,8000.0,13.61,1.0,0.32,1.0,4
471,2PB5MJE2-Axvk,22.0,33600.0,2,1.0,4,4,5000.0,18.25,0.0,0.15,0.0,2
472,4ycWpUEb-ihD5,24.0,106800.0,1,6.0,3,1,11525.0,5.42,0.0,0.11,0.0,4
473,1Y8Ek92d-n4Il,23.0,66912.0,1,7.0,2,3,16000.0,12.73,0.0,0.24,0.0,3
474,26zbU975-Ra7s,32.0,33600.0,2,0.0,5,4,8000.0,16.02,0.0,0.24,0.0,8
475,0srkEPEx-03JX,31.0,78000.0,3,15.0,3,3,10000.0,14.27,1.0,0.13,0.0,10
477,2ACjWpye-Kd8d,21.0,24000.0,1,2.0,3,2,5000.0,8.7,0.0,0.21,0.0,2
478,04sEknJ6-sUsD,25.0,162000.0,3,9.0,2,3,25000.0,11.03,0.0,0.15,0.0,2
481,5EXILaFE-8heR,26.0,54000.0,3,0.0,4,3,4000.0,13.47,1.0,0.07,0.0,2
482,2jv8RRwg-LP98,33.0,58344.0,3,5.0,5,4,11975.0,16.29,0.0,0.21,1.0,9
483,3MoRfyeo-F9HY,29.0,75000.0,1,6.0,4,1,8000.0,5.42,0.0,0.11,0.0,5
484,1oaTsthG-whDm,24.0,75360.0,2,4.0,5,1,7000.0,7.49,0.0,0.09,0.0,3
485,1y1E0M6Y-GA0m,22.0,41600.0,2,4.0,3,2,12000.0,12.42,0.0,0.29,0.0,2
487,1QW0zTUj-vulf,26.0,49200.0,1,8.0,3,1,4800.0,6.17,0.0,0.1,0.0,3
488,1XERU9F8-NYLX,31.0,60000.0,1,4.0,6,2,9600.0,10.08,0.0,0.16,0.0,8
489,3wStKfIX-Y9rl,24.0,35000.0,1,9.0,6,2,8000.0,11.71,0.0,0.23,0.0,2
492,0SHjkHAj-It6m,25.0,19000.0,3,0.0,1,3,750.0,12.29,0.0,0.04,1.0,4
494,2YeGjaQh-c8R6,26.0,108000.0,1,7.0,6,3,10000.0,13.57,0.0,0.09,0.0,4
495,5fAOSXGz-LNl7,33.0,48000.0,3,1.0,4,2,7000.0,11.99,0.0,0.15,0.0,8
497,3g6xCq1q-94uE,38.0,110000.0,3,5.0,6,1,20000.0,6.91,0.0,0.18,0.0,13
498,1RBQhf5e-N5Po,23.0,30000.0,0,6.0,0,3,9000.0,8.49,0.0,0.15,0.0,3
501,45SCxrnF-q65O,22.0,84996.0,3,6.0,5,3,5000.0,12.23,0.0,0.06,1.0,3
502,4AEND2u0-XwxU,24.0,48000.0,1,0.0,3,2,4400.0,11.83,0.0,0.09,0.0,2
503,3OpxC0jU-w811,25.0,42000.0,3,0.0,0,0,20000.0,16.77,0.0,0.31,1.0,6
504,4KZth9je-6rsM,28.0,30996.0,3,0.0,1,1,8000.0,7.29,0.0,0.26,0.0,10
505,0RlC4sAJ-Ugov,22.0,82000.0,1,6.0,1,3,10000.0,12.87,0.0,0.12,1.0,2
506,1ANi5Rue-HQ4h,24.0,60000.0,1,0.0,3,4,8000.0,15.65,0.0,0.13,0.0,3
507,2tm1yw9i-sjyy,23.0,55000.0,1,5.0,2,1,7750.0,6.17,0.0,0.14,0.0,4
508,5agS36rb-Ff40,30.0,42000.0,3,2.0,3,2,11000.0,12.53,0.0,0.26,0.0,9
509,15IiNUlb-9W10,33.0,65000.0,1,14.0,1,3,3600.0,13.99,0.0,0.06,0.0,9
510,4p3Acp51-AP99,23.0,54000.0,1,3.0,4,3,7500.0,11.03,1.0,0.14,1.0,3
511,0gMwYier-eW8A,27.0,44004.0,3,1.0,3,4,11750.0,15.31,1.0,0.27,1.0,8
512,35t2rJOp-9Xft,28.0,54000.0,1,12.0,4,3,6000.0,15.23,1.0,0.11,0.0,8
513,3XZNQWRu-clau,22.0,110000.0,1,5.0,2,3,8000.0,12.98,0.0,0.07,0.0,4
514,58UoWgLh-B4r4,25.0,52704.0,1,6.0,1,1,11000.0,8.94,0.0,0.21,0.0,3
515,1Irhlqb1-ohx2,24.0,43000.0,1,1.0,2,4,4000.0,17.49,1.0,0.09,0.0,3
516,4YW0IrkW-wXdG,24.0,72000.0,3,8.0,4,1,14000.0,7.9,0.0,0.19,0.0,2
517,0r2EtCqq-RBbk,22.0,13200.0,3,0.0,5,2,2500.0,9.91,1.0,0.19,0.0,4
518,535nAef1-kBC5,21.0,30000.0,3,5.0,2,2,3000.0,9.62,0.0,0.1,0.0,4
519,2DYBhjLz-rzYp,27.0,26400.0,3,2.0,4,1,2000.0,6.54,0.0,0.08,0.0,10
520,3GBU9q13-yGi6,22.0,75000.0,3,3.0,3,2,10600.0,10.99,0.0,0.14,0.0,3
521,0p0LdM3N-2QvH,29.0,104000.0,1,7.0,1,1,35000.0,7.49,0.0,0.34,0.0,8
522,02Xp1CEj-L5No,27.0,70000.0,1,11.0,1,1,25000.0,7.66,0.0,0.36,0.0,5
523,03dxIafi-8oix,22.0,90000.0,1,6.0,4,2,6000.0,9.25,0.0,0.07,0.0,2
524,2wY9NYEy-1OLH,29.0,50000.0,3,5.0,1,3,6000.0,13.49,0.0,0.12,1.0,7
525,1brKK2SH-N78w,28.0,82300.0,3,3.0,5,1,3600.0,9.63,0.0,0.04,0.0,6
526,1dM8xRAR-kSXx,27.0,85000.0,1,11.0,3,1,12000.0,6.62,0.0,0.14,0.0,10
527,1PYXXwkQ-cBCH,41.0,50780.0,1,14.0,2,2,6000.0,10.99,0.0,0.12,0.0,17
528,2xfyozUp-Q1zh,27.0,25000.0,3,0.0,4,1,7000.0,8.9,0.0,0.28,0.0,10
529,3569kZQ9-G0xf,23.0,39000.0,3,5.0,2,3,8400.0,13.79,1.0,0.22,0.0,2
530,4Nm7dFRv-3wRW,48.0,83500.0,3,7.0,3,1,10200.0,5.79,0.0,0.12,0.0,14
531,4G3bEHnP-qDS8,28.0,42000.0,3,3.0,4,2,8800.0,12.42,0.0,0.21,0.0,10
532,2RDFhRYK-Pfmh,25.0,55000.0,3,2.0,0,0,7200.0,9.88,0.0,0.18,0.0,4
533,4PdN5WpL-y97e,21.0,65004.0,1,5.0,4,1,1500.0,7.88,0.0,0.02,0.0,4
534,4jKTctd6-BzMk,26.0,120000.0,3,10.0,1,2,6000.0,9.88,0.0,0.05,0.0,4
535,17EiOKtN-eSGh,23.0,96000.0,3,1.0,4,3,20000.0,13.04,0.0,0.21,0.0,3
536,0yg4oISL-ovm6,23.0,60400.0,3,2.0,5,2,8000.0,9.25,0.0,0.13,0.0,4
537,5avrDHQu-KTgc,27.0,150000.0,1,1.0,5,2,12000.0,11.89,0.0,0.08,0.0,5
540,2oP16JhG-F8XW,22.0,66000.0,2,6.0,3,1,5000.0,7.9,0.0,0.08,0.0,4
541,2fZ4sOaf-tXML,34.0,60000.0,1,6.0,4,3,2500.0,14.72,0.0,0.04,0.0,5
542,3CZeuhse-DiUJ,31.0,100000.0,1,5.0,6,2,15000.0,10.59,0.0,0.15,0.0,10
543,4NSSKykq-5sta,23.0,25200.0,3,1.0,3,1,5500.0,7.9,0.0,0.22,0.0,2
544,2DXScQcm-AYYJ,43.0,55000.0,3,3.0,4,2,11750.0,10.99,0.0,0.21,0.0,17
545,3KbGgWIi-5qj4,26.0,67000.0,1,10.0,6,2,10000.0,12.21,0.0,0.15,0.0,3
546,4Yr5Ix2w-1LsF,23.0,84000.0,3,0.0,4,3,15000.0,11.34,0.0,0.18,0.0,3
547,3FsxfEep-lbl2,23.0,32400.0,3,6.0,5,2,3000.0,10.0,0.0,0.09,0.0,2
548,0qH1mYXv-HiFD,28.0,30000.0,3,2.0,2,1,5200.0,5.42,0.0,0.17,0.0,7
549,0Zq8d3Fc-F3T4,35.0,60000.0,1,12.0,1,3,25000.0,12.73,0.0,0.42,0.0,8
550,17pzeYkk-AqLn,28.0,68000.0,1,7.0,3,1,3000.0,5.42,0.0,0.04,0.0,10
551,4BZAk43S-uSJw,22.0,39996.0,3,2.0,2,1,8000.0,7.14,0.0,0.2,0.0,4
552,4kftWZJc-Hhqz,24.0,56000.0,3,3.0,3,4,20000.0,14.61,1.0,0.36,1.0,4
553,37povd8Q-2a6O,24.0,47500.0,1,7.0,1,2,12000.0,9.91,0.0,0.25,0.0,3
556,3IML3Wun-7LFv,24.0,79000.0,3,0.0,4,2,8000.0,11.49,0.0,0.1,0.0,4
557,4vvfhb7G-OjPW,25.0,60000.0,3,5.0,6,1,10000.0,7.14,0.0,0.17,0.0,4
558,3LeoZSqR-xTfa,21.0,56000.0,3,5.0,5,2,12000.0,10.75,0.0,0.21,0.0,4
559,1skNHxEB-WQ6S,38.0,200000.0,1,0.0,2,2,20000.0,11.48,0.0,0.1,0.0,15
561,1MA39CZt-kOYg,22.0,43000.0,3,5.0,5,2,2400.0,10.99,0.0,0.06,0.0,4
562,1dCZTM1N-u409,25.0,160000.0,2,5.0,5,2,15000.0,11.14,0.0,0.09,0.0,4
563,13ki6IUP-XmCU,22.0,52000.0,1,6.0,5,3,2650.0,12.99,0.0,0.05,1.0,3
565,479ryJZh-JvtD,32.0,88000.0,1,13.0,1,3,17600.0,13.49,1.0,0.2,1.0,10
566,1t9nxw1c-rysE,30.0,96000.0,1,7.0,2,2,6000.0,11.49,0.0,0.06,0.0,6
567,1B9GtSOX-Roj7,24.0,42000.0,3,9.0,3,1,4200.0,7.9,0.0,0.1,0.0,2
569,042HuhgK-vW5P,22.0,38004.0,3,5.0,3,2,12000.0,10.75,1.0,0.32,0.0,3
570,2Z7lG3ru-5MYI,29.0,21864.0,3,1.0,2,2,4000.0,12.42,0.0,0.18,0.0,7
571,4aRZg9zc-Mwzd,32.0,74346.0,1,16.0,4,1,7000.0,7.9,0.0,0.09,0.0,9
572,1PT0Id18-hA10,50.0,120000.0,3,0.0,4,2,12000.0,9.62,0.0,0.1,0.0,12
573,43xrbgT2-irBm,27.0,24000.0,2,1.0,2,0,14400.0,12.68,0.0,0.21,0.0,4
574,1rjl0xuS-NjrS,27.0,22800.0,3,5.0,2,3,3500.0,13.99,1.0,0.15,1.0,10
575,1sFwYKeI-uGLy,26.0,64999.0,1,11.0,5,2,15000.0,10.99,0.0,0.23,0.0,2
577,0i0scds2-5Yeg,21.0,40000.0,3,4.0,5,1,5000.0,5.79,0.0,0.13,0.0,2
578,1o9Jx8zk-yda3,24.0,41745.0,3,2.0,2,1,3200.0,9.63,0.0,0.08,0.0,3
579,4TDQk7kO-u0IO,22.0,78000.0,3,7.0,2,1,3000.0,6.99,0.0,0.04,0.0,4
