pessoa_idade;salario_ano;propriedade_sit;ano_trabalhado;motivo_emprestimo;pontuacao_emprestimos;vl_total;tx_juros;inadimplencia;hst_inadimplencia;hst_primeiro_credito;faixa_idade;faixa_emprestimo
22.0;32244.0;Alugada;2.0;Empreendimento;B;11100.0;12.21;1.0;0.0;3;2;22
29.0;68500.0;Alugada;4.0;Empreendimento;B;10000.0;12.53;0.0;0.0;7;3;19
23.0;70000.0;Hipotecada;3.0;Empreendimento;A;15000.0;8.49;0.0;0.0;2;2;29
27.0;62900.0;Alugada;3.0;Médico;D;12000.0;15.95;1.0;0.0;9;3;23
34.0;109200.0;Hipotecada;18.0;Educativo;C;6000.0;12.23;0.0;1.0;5;4;11
24.0;44700.0;Própria;8.0;Médico;D;14400.0;15.37;0.0;1.0;4;2;28
30.0;64000.0;Hipotecada;3.0;Educativo;A;10200.0;6.62;0.0;0.0;5;3;20
26.0;75000.0;Alugada;2.0;Pessoal;C;16000.0;13.35;0.0;1.0;2;3;31
24.0;37000.0;Hipotecada;0.0;Médico;C;8500.0;12.53;1.0;1.0;2;2;16
31.0;22800.0;Alugada;3.0;Melhora do lar;A;2400.0;8.49;1.0;0.0;8;4;4
27.0;33600.0;Alugada;11.0;Pagamento de débitos;A;15000.0;5.79;1.0;0.0;8;3;29
22.0;67500.0;Alugada;1.0;Empreendimento;B;7500.0;9.76;0.0;0.0;3;2;14
23.0;50400.0;Hipotecada;7.0;Educativo;B;2500.0;10.99;0.0;0.0;4;2;4
39.0;61020.0;Hipotecada;4.0;Pagamento de débitos;D;9975.0;13.99;1.0;0.0;11;5;19
27.0;35000.0;Alugada;0.0;Pagamento de débitos;A;3000.0;8.49;0.0;0.0;10;3;5
31.0;258000.0;Hipotecada;3.0;Pessoal;A;28000.0;5.99;0.0;0.0;5;4;55
22.0;39000.0;Hipotecada;4.0;Pessoal;B;3250.0;10.99;0.0;0.0;2;2;6
23.0;54400.0;Hipotecada;0.0;Médico;D;12000.0;15.62;1.0;0.0;3;2;23
29.0;27048.0;Alugada;5.0;Pagamento de débitos;B;3500.0;11.99;0.0;0.0;7;3;6
23.0;34000.0;Hipotecada;2.0;Pagamento de débitos;A;10000.0;6.99;0.0;0.0;4;2;19
21.0;30000.0;Alugada;3.0;Educativo;C;5600.0;13.61;0.0;1.0;2;2;11
26.0;75000.0;Hipotecada;10.0;Melhora do lar;C;8000.0;13.92;0.0;0.0;4;3;15
29.0;49000.0;Alugada;3.0;Pessoal;C;6000.0;13.99;1.0;0.0;6;3;11
25.0;54000.0;Alugada;7.0;Melhora do lar;A;7575.0;6.99;0.0;0.0;4;2;15
24.0;205000.0;Hipotecada;2.0;Médico;B;11000.0;10.99;0.0;0.0;4;2;21
25.0;48000.0;Hipotecada;3.0;Pagamento de débitos;B;4800.0;10.74;0.0;0.0;4;2;9
27.0;34000.0;Alugada;0.0;Pagamento de débitos;A;6000.0;6.99;0.0;0.0;6;3;11
33.0;69600.0;Hipotecada;17.0;Pessoal;B;16000.0;11.99;0.0;0.0;8;4;31
37.0;80000.0;Hipotecada;18.0;Médico;B;20000.0;11.83;0.0;0.0;13;5;39
30.0;122000.0;Hipotecada;11.0;Melhora do lar;A;11200.0;5.42;0.0;0.0;9;3;22
25.0;76700.0;Hipotecada;1.0;Empreendimento;E;14800.0;19.42;0.0;1.0;4;2;29
25.0;95111.0;Hipotecada;9.0;Pessoal;C;18000.0;14.72;0.0;0.0;4;2;35
27.0;100000.0;Hipotecada;1.0;Pagamento de débitos;C;16000.0;13.43;0.0;0.0;5;3;31
22.0;16800.0;Hipotecada;0.0;Pagamento de débitos;C;4750.0;13.85;1.0;1.0;4;2;9
27.0;40000.0;Alugada;8.0;Pessoal;B;12000.0;10.37;0.0;0.0;9;3;23
25.0;95950.0;Alugada;2.0;Melhora do lar;B;17500.0;11.71;0.0;0.0;2;2;34
26.0;75000.0;-;5.0;Médico;A;10000.0;15.33;1.0;1.0;8;3;19
22.0;10000.0;Alugada;0.0;Melhora do lar;D;1000.0;14.74;1.0;0.0;4;2;1
26.0;30000.0;Alugada;9.0;Empreendimento;B;2000.0;11.49;0.0;0.0;3;3;3
22.0;55000.0;Alugada;6.0;Educativo;A;5000.0;6.91;0.0;0.0;2;2;9
24.0;87996.0;Alugada;8.0;Pagamento de débitos;D;10000.0;14.84;1.0;1.0;2;2;19
25.0;175000.0;Hipotecada;10.0;Melhora do lar;A;8000.0;7.9;0.0;0.0;2;2;15
35.0;23000.0;Alugada;13.0;Médico;A;6500.0;8.63;0.0;0.0;6;4;12
27.0;31200.0;Própria;1.0;Pagamento de débitos;E;7000.0;16.35;1.0;1.0;10;3;13
24.0;31000.0;Alugada;1.0;Educativo;D;2500.0;14.54;1.0;1.0;3;2;4
28.0;85000.0;Hipotecada;3.0;Pagamento de débitos;A;7000.0;8.59;0.0;0.0;5;3;13
44.0;42000.0;Hipotecada;4.0;Médico;A;13200.0;6.17;0.0;0.0;14;6;26
23.0;38000.0;Alugada;7.0;Pessoal;B;12000.0;11.71;1.0;0.0;4;2;23
30.0;52576.0;Alugada;3.0;Melhora do lar;A;8400.0;7.49;1.0;0.0;6;3;16
25.0;80000.0;Hipotecada;9.0;Empreendimento;D;14000.0;15.62;0.0;1.0;4;2;27
30.0;33280.0;Alugada;1.0;Médico;C;4000.0;13.79;0.0;0.0;9;3;7
33.0;115000.0;Hipotecada;6.0;Médico;C;10500.0;13.49;0.0;0.0;9;4;20
32.0;140304.0;Hipotecada;8.0;Médico;A;20000.0;6.91;0.0;0.0;10;4;39
26.0;250000.0;Hipotecada;11.0;Melhora do lar;B;9000.0;9.99;0.0;0.0;2;3;17
22.0;31500.0;Alugada;5.0;Educativo;B;13200.0;11.71;1.0;0.0;4;2;26
25.0;21812.0;Alugada;7.0;Educativo;C;6000.0;14.72;0.0;1.0;2;2;11
25.0;50000.0;Hipotecada;9.0;Empreendimento;A;18650.0;7.9;0.0;0.0;4;2;37
21.0;45432.0;Hipotecada;4.0;Educativo;B;5000.0;9.88;0.0;0.0;4;2;9
24.0;128000.0;Hipotecada;4.0;Educativo;A;12000.0;6.03;0.0;0.0;3;2;23
25.0;69996.0;Alugada;9.0;Educativo;D;25000.0;15.21;1.0;0.0;4;2;49
33.0;35000.0;Hipotecada;15.0;Médico;C;12000.0;13.11;0.0;1.0;7;4;23
22.0;28000.0;Alugada;6.0;Pessoal;B;1000.0;10.25;1.0;0.0;3;2;1
22.0;98004.0;Hipotecada;6.0;Pagamento de débitos;A;16000.0;7.66;0.0;0.0;3;2;31
23.0;132000.0;Hipotecada;5.0;Pessoal;A;15000.0;6.99;0.0;0.0;2;2;29
23.0;42996.0;Alugada;3.0;Pessoal;B;8000.0;11.11;0.0;0.0;2;2;15
24.0;50000.0;Hipotecada;2.0;Empreendimento;A;12500.0;9.32;0.0;0.0;2;2;24
24.0;36000.0;Hipotecada;3.0;Educativo;B;8000.0;9.83;0.0;0.0;3;2;15
21.0;29000.0;Alugada;5.0;Pagamento de débitos;B;11325.0;9.91;1.0;0.0;3;2;22
24.0;48000.0;Própria;8.0;Empreendimento;C;2200.0;15.27;0.0;1.0;4;2;4
23.0;75000.0;Hipotecada;3.0;Empreendimento;A;14400.0;6.03;0.0;0.0;4;2;28
27.0;69996.0;Alugada;1.0;Pessoal;B;6000.0;11.86;0.0;0.0;6;3;11
53.0;95000.0;Própria;24.0;Pessoal;A;6000.0;5.42;0.0;0.0;30;8;11
25.0;40000.0;Alugada;9.0;Médico;D;5600.0;14.61;0.0;1.0;4;2;11
26.0;15600.0;Alugada;5.0;Pagamento de débitos;A;5000.0;5.99;1.0;0.0;3;3;9
23.0;75000.0;Hipotecada;5.0;Empreendimento;A;12000.0;7.51;0.0;0.0;3;2;23
27.0;19200.0;Própria;3.0;Pessoal;A;8000.0;8.9;1.0;0.0;8;3;15
25.0;70000.0;Alugada;2.0;Melhora do lar;C;7000.0;13.79;0.0;1.0;2;2;13
23.0;15000.0;Hipotecada;1.0;Médico;C;1750.0;12.68;0.0;1.0;3;2;3
36.0;136000.0;Hipotecada;0.0;Empreendimento;C;4800.0;14.72;0.0;0.0;15;5;9
24.0;98000.0;Própria;8.0;Melhora do lar;A;12000.0;6.03;0.0;0.0;3;2;23
25.0;99473.0;Hipotecada;9.0;Pessoal;B;8500.0;11.58;0.0;0.0;2;2;16
31.0;100000.0;Hipotecada;6.0;Médico;B;6000.0;10.99;0.0;0.0;6;4;11
23.0;125000.0;Outros;4.0;Educativo;A;7500.0;8.0;0.0;0.0;2;2;14
37.0;85000.0;Alugada;5.0;Pagamento de débitos;A;35000.0;8.9;1.0;0.0;17;5;69
37.0;22800.0;Própria;18.0;Educativo;A;7000.0;6.03;0.0;0.0;15;5;13
34.0;14400.0;Alugada;2.0;Pessoal;B;2500.0;10.0;1.0;0.0;5;4;4
36.0;40000.0;Própria;2.0;Pessoal;A;5000.0;7.88;0.0;0.0;12;5;9
27.0;57886.0;Hipotecada;7.0;Empreendimento;A;4000.0;7.9;0.0;0.0;9;3;7
34.0;70000.0;Hipotecada;6.0;Educativo;E;22000.0;19.91;0.0;1.0;8;4;43
21.0;30720.0;Alugada;5.0;Educativo;C;18000.0;13.48;1.0;1.0;4;2;35
36.0;30996.0;Alugada;2.0;Pessoal;C;5500.0;12.53;0.0;1.0;15;5;10
25.0;80000.0;Alugada;7.0;Educativo;B;20000.0;8.88;0.0;0.0;4;2;39
25.0;32000.0;Alugada;1.0;Médico;B;4000.0;11.49;0.0;0.0;4;2;7
35.0;53500.0;Hipotecada;3.0;Médico;B;10000.0;9.91;0.0;0.0;5;4;19
23.0;29952.0;Hipotecada;1.0;Pagamento de débitos;D;4750.0;14.46;1.0;1.0;4;2;9
22.0;53124.0;Hipotecada;4.0;Educativo;C;6500.0;13.61;0.0;0.0;3;2;12
38.0;80000.0;Hipotecada;7.0;Melhora do lar;A;10000.0;7.29;0.0;0.0;16;5;19
42.0;160000.0;Hipotecada;0.0;Médico;A;22000.0;6.99;0.0;0.0;16;6;43
26.0;115000.0;Hipotecada;6.0;Melhora do lar;C;15000.0;12.87;0.0;1.0;3;3;29
31.0;74000.0;Hipotecada;13.0;Empreendimento;C;1500.0;12.68;1.0;0.0;10;4;2
40.0;110000.0;Hipotecada;14.0;Pessoal;B;5000.0;11.49;0.0;0.0;14;5;9
23.0;53616.0;Alugada;6.0;Educativo;B;1600.0;12.42;0.0;0.0;4;2;3
35.0;40000.0;Alugada;2.0;Médico;C;7550.0;13.92;0.0;0.0;9;4;15
34.0;52800.0;Alugada;2.0;Pagamento de débitos;B;4325.0;10.75;0.0;0.0;5;4;8
26.0;55000.0;Hipotecada;10.0;Empreendimento;A;12500.0;8.94;0.0;0.0;2;3;24
22.0;26000.0;Própria;2.0;Educativo;A;7100.0;7.49;0.0;0.0;2;2;14
22.0;26400.0;Alugada;6.0;Educativo;B;1500.0;11.11;0.0;0.0;3;2;2
28.0;108800.0;Hipotecada;3.0;Médico;E;35000.0;16.4;1.0;1.0;7;3;69
25.0;60000.0;Hipotecada;9.0;Pessoal;C;10200.0;13.92;0.0;1.0;4;2;20
35.0;72500.0;Hipotecada;0.0;Pagamento de débitos;B;4000.0;10.25;0.0;0.0;6;4;7
31.0;552000.0;Alugada;0.0;Pessoal;A;8000.0;7.29;0.0;0.0;10;4;15
23.0;60000.0;Alugada;4.0;Empreendimento;A;3600.0;7.9;0.0;0.0;2;2;7
23.0;84000.0;Alugada;5.0;Empreendimento;A;6000.0;6.99;0.0;0.0;3;2;11
29.0;75000.0;Hipotecada;3.0;Pessoal;B;4000.0;10.75;0.0;0.0;9;3;7
26.0;96000.0;Alugada;6.0;Pessoal;C;19000.0;13.22;0.0;1.0;2;3;37
23.0;25000.0;Alugada;6.0;Pessoal;C;8000.0;13.61;1.0;1.0;4;2;15
22.0;33600.0;Própria;1.0;Médico;D;5000.0;18.25;0.0;0.0;2;2;9
24.0;106800.0;Hipotecada;6.0;Educativo;A;11525.0;5.42;0.0;0.0;4;2;23
23.0;66912.0;Hipotecada;7.0;Pessoal;C;16000.0;12.73;0.0;0.0;3;2;31
32.0;33600.0;Própria;0.0;Empreendimento;D;8000.0;16.02;0.0;0.0;8;4;15
31.0;78000.0;Alugada;15.0;Educativo;C;10000.0;14.27;1.0;0.0;10;4;19
21.0;24000.0;Hipotecada;2.0;Educativo;B;5000.0;8.7;0.0;0.0;2;2;9
25.0;162000.0;Alugada;9.0;Pessoal;C;25000.0;11.03;0.0;0.0;2;2;49
26.0;54000.0;Alugada;0.0;Médico;C;4000.0;13.47;1.0;0.0;2;3;7
33.0;58344.0;Alugada;5.0;Empreendimento;D;11975.0;16.29;0.0;1.0;9;4;23
29.0;75000.0;Hipotecada;6.0;Médico;A;8000.0;5.42;0.0;0.0;5;3;15
24.0;75360.0;Própria;4.0;Empreendimento;A;7000.0;7.49;0.0;0.0;3;2;13
22.0;41600.0;Própria;4.0;Educativo;B;12000.0;12.42;0.0;0.0;2;2;23
26.0;49200.0;Hipotecada;8.0;Educativo;A;4800.0;6.17;0.0;0.0;3;3;9
31.0;60000.0;Hipotecada;4.0;Melhora do lar;B;9600.0;10.08;0.0;0.0;8;4;19
24.0;35000.0;Hipotecada;9.0;Melhora do lar;B;8000.0;11.71;0.0;0.0;2;2;15
25.0;19000.0;Alugada;0.0;Pagamento de débitos;C;750.0;12.29;0.0;1.0;4;2;1
26.0;108000.0;Hipotecada;7.0;Melhora do lar;C;10000.0;13.57;0.0;0.0;4;3;19
33.0;48000.0;Alugada;1.0;Médico;B;7000.0;11.99;0.0;0.0;8;4;13
38.0;110000.0;Alugada;5.0;Melhora do lar;A;20000.0;6.91;0.0;0.0;13;5;39
23.0;30000.0;-;6.0;-;C;9000.0;8.49;0.0;0.0;3;2;17
22.0;84996.0;Alugada;6.0;Empreendimento;C;5000.0;12.23;0.0;1.0;3;2;9
24.0;48000.0;Hipotecada;0.0;Educativo;B;4400.0;11.83;0.0;0.0;2;2;8
25.0;42000.0;Alugada;0.0;-;;20000.0;16.77;0.0;1.0;6;2;39
28.0;30996.0;Alugada;0.0;Pagamento de débitos;A;8000.0;7.29;0.0;0.0;10;3;15
22.0;82000.0;Hipotecada;6.0;Pagamento de débitos;C;10000.0;12.87;0.0;1.0;2;2;19
24.0;60000.0;Hipotecada;0.0;Educativo;D;8000.0;15.65;0.0;0.0;3;2;15
23.0;55000.0;Hipotecada;5.0;Pessoal;A;7750.0;6.17;0.0;0.0;4;2;15
30.0;42000.0;Alugada;2.0;Educativo;B;11000.0;12.53;0.0;0.0;9;3;21
33.0;65000.0;Hipotecada;14.0;Pagamento de débitos;C;3600.0;13.99;0.0;0.0;9;4;7
23.0;54000.0;Hipotecada;3.0;Médico;C;7500.0;11.03;1.0;1.0;3;2;14
27.0;44004.0;Alugada;1.0;Educativo;D;11750.0;15.31;1.0;1.0;8;3;23
28.0;54000.0;Hipotecada;12.0;Médico;C;6000.0;15.23;1.0;0.0;8;3;11
22.0;110000.0;Hipotecada;5.0;Pessoal;C;8000.0;12.98;0.0;0.0;4;2;15
25.0;52704.0;Hipotecada;6.0;Pagamento de débitos;A;11000.0;8.94;0.0;0.0;3;2;21
24.0;43000.0;Hipotecada;1.0;Pessoal;D;4000.0;17.49;1.0;0.0;3;2;7
24.0;72000.0;Alugada;8.0;Médico;A;14000.0;7.9;0.0;0.0;2;2;27
22.0;13200.0;Alugada;0.0;Empreendimento;B;2500.0;9.91;1.0;0.0;4;2;4
21.0;30000.0;Alugada;5.0;Pessoal;B;3000.0;9.62;0.0;0.0;4;2;5
27.0;26400.0;Alugada;2.0;Médico;A;2000.0;6.54;0.0;0.0;10;3;3
22.0;75000.0;Alugada;3.0;Educativo;B;10600.0;10.99;0.0;0.0;3;2;21
29.0;104000.0;Hipotecada;7.0;Pagamento de débitos;A;35000.0;7.49;0.0;0.0;8;3;69
27.0;70000.0;Hipotecada;11.0;Pagamento de débitos;A;25000.0;7.66;0.0;0.0;5;3;49
22.0;90000.0;Hipotecada;6.0;Médico;B;6000.0;9.25;0.0;0.0;2;2;11
29.0;50000.0;Alugada;5.0;Pagamento de débitos;C;6000.0;13.49;0.0;1.0;7;3;11
28.0;82300.0;Alugada;3.0;Empreendimento;A;3600.0;9.63;0.0;0.0;6;3;7
27.0;85000.0;Hipotecada;11.0;Educativo;A;12000.0;6.62;0.0;0.0;10;3;23
41.0;50780.0;Hipotecada;14.0;Pessoal;B;6000.0;10.99;0.0;0.0;17;6;11
27.0;25000.0;Alugada;0.0;Médico;A;7000.0;8.9;0.0;0.0;10;3;13
23.0;39000.0;Alugada;5.0;Pessoal;C;8400.0;13.79;1.0;0.0;2;2;16
48.0;83500.0;Alugada;7.0;Educativo;A;10200.0;5.79;0.0;0.0;14;7;20
28.0;42000.0;Alugada;3.0;Médico;B;8800.0;12.42;0.0;0.0;10;3;17
25.0;55000.0;Alugada;2.0;-;;7200.0;9.88;0.0;0.0;4;2;14
21.0;65004.0;Hipotecada;5.0;Médico;A;1500.0;7.88;0.0;0.0;4;2;2
26.0;120000.0;Alugada;10.0;Pagamento de débitos;B;6000.0;9.88;0.0;0.0;4;3;11
23.0;96000.0;Alugada;1.0;Médico;C;20000.0;13.04;0.0;0.0;3;2;39
23.0;60400.0;Alugada;2.0;Empreendimento;B;8000.0;9.25;0.0;0.0;4;2;15
27.0;150000.0;Hipotecada;1.0;Empreendimento;B;12000.0;11.89;0.0;0.0;5;3;23
22.0;66000.0;Própria;6.0;Educativo;A;5000.0;7.9;0.0;0.0;4;2;9
34.0;60000.0;Hipotecada;6.0;Médico;C;2500.0;14.72;0.0;0.0;5;4;4
31.0;100000.0;Hipotecada;5.0;Melhora do lar;B;15000.0;10.59;0.0;0.0;10;4;29
23.0;25200.0;Alugada;1.0;Educativo;A;5500.0;7.9;0.0;0.0;2;2;10
43.0;55000.0;Alugada;3.0;Médico;B;11750.0;10.99;0.0;0.0;17;6;23
26.0;67000.0;Hipotecada;10.0;Melhora do lar;B;10000.0;12.21;0.0;0.0;3;3;19
23.0;84000.0;Alugada;0.0;Médico;C;15000.0;11.34;0.0;0.0;3;2;29
23.0;32400.0;Alugada;6.0;Empreendimento;B;3000.0;10.0;0.0;0.0;2;2;5
28.0;30000.0;Alugada;2.0;Pessoal;A;5200.0;5.42;0.0;0.0;7;3;10
35.0;60000.0;Hipotecada;12.0;Pagamento de débitos;C;25000.0;12.73;0.0;0.0;8;4;49
28.0;68000.0;Hipotecada;7.0;Educativo;A;3000.0;5.42;0.0;0.0;10;3;5
22.0;39996.0;Alugada;2.0;Pessoal;A;8000.0;7.14;0.0;0.0;4;2;15
24.0;56000.0;Alugada;3.0;Educativo;D;20000.0;14.61;1.0;1.0;4;2;39
24.0;47500.0;Hipotecada;7.0;Pagamento de débitos;B;12000.0;9.91;0.0;0.0;3;2;23
24.0;79000.0;Alugada;0.0;Médico;B;8000.0;11.49;0.0;0.0;4;2;15
25.0;60000.0;Alugada;5.0;Melhora do lar;A;10000.0;7.14;0.0;0.0;4;2;19
21.0;56000.0;Alugada;5.0;Empreendimento;B;12000.0;10.75;0.0;0.0;4;2;23
38.0;200000.0;Hipotecada;0.0;Pessoal;B;20000.0;11.48;0.0;0.0;15;5;39
22.0;43000.0;Alugada;5.0;Empreendimento;B;2400.0;10.99;0.0;0.0;4;2;4
25.0;160000.0;Própria;5.0;Empreendimento;B;15000.0;11.14;0.0;0.0;4;2;29
22.0;52000.0;Hipotecada;6.0;Empreendimento;C;2650.0;12.99;0.0;1.0;3;2;5
32.0;88000.0;Hipotecada;13.0;Pagamento de débitos;C;17600.0;13.49;1.0;1.0;10;4;35
30.0;96000.0;Hipotecada;7.0;Pessoal;B;6000.0;11.49;0.0;0.0;6;3;11
24.0;42000.0;Alugada;9.0;Educativo;A;4200.0;7.9;0.0;0.0;2;2;8
22.0;38004.0;Alugada;5.0;Educativo;B;12000.0;10.75;1.0;0.0;3;2;23
29.0;21864.0;Alugada;1.0;Pessoal;B;4000.0;12.42;0.0;0.0;7;3;7
32.0;74346.0;Hipotecada;16.0;Médico;A;7000.0;7.9;0.0;0.0;9;4;13
50.0;120000.0;Alugada;0.0;Médico;B;12000.0;9.62;0.0;0.0;12;7;23
27.0;24000.0;Própria;1.0;Pessoal;;14400.0;12.68;0.0;0.0;4;3;28
27.0;22800.0;Alugada;5.0;Pessoal;C;3500.0;13.99;1.0;1.0;10;3;6
26.0;64999.0;Hipotecada;11.0;Empreendimento;B;15000.0;10.99;0.0;0.0;2;3;29
21.0;40000.0;Alugada;4.0;Empreendimento;A;5000.0;5.79;0.0;0.0;2;2;9
24.0;41745.0;Alugada;2.0;Pessoal;A;3200.0;9.63;0.0;0.0;3;2;6
22.0;78000.0;Alugada;7.0;Pessoal;A;3000.0;6.99;0.0;0.0;4;2;5
35.0;46900.0;Alugada;14.0;Médico;C;14000.0;14.27;0.0;1.0;5;4;27
29.0;290000.0;Hipotecada;13.0;Pessoal;B;13175.0;10.99;0.0;0.0;7;3;26
23.0;29000.0;Alugada;7.0;Educativo;C;8000.0;12.73;1.0;0.0;3;2;15
43.0;122500.0;Hipotecada;4.0;Educativo;A;9150.0;6.03;0.0;0.0;12;6;18
31.0;80000.0;Própria;13.0;Médico;A;12000.0;5.79;0.0;0.0;10;4;23
37.0;88000.0;Alugada;4.0;Educativo;G;25000.0;19.66;1.0;1.0;15;5;49
41.0;47000.0;Própria;2.0;Pessoal;A;14000.0;7.88;0.0;0.0;12;6;27
22.0;58608.0;Alugada;4.0;Médico;A;10000.0;7.51;0.0;0.0;2;2;19
23.0;53352.0;Alugada;3.0;Médico;A;17500.0;6.54;1.0;0.0;4;2;34
21.0;27996.0;Hipotecada;5.0;Educativo;A;10000.0;9.63;0.0;0.0;4;2;19
23.0;50000.0;Própria;3.0;Pessoal;B;1500.0;11.49;0.0;0.0;2;2;2
30.0;105000.0;Alugada;3.0;Pagamento de débitos;B;14000.0;11.49;0.0;0.0;6;3;27
27.0;49000.0;Alugada;3.0;Educativo;B;3000.0;11.71;1.0;0.0;8;3;5
30.0;65000.0;Alugada;14.0;Pessoal;C;11475.0;13.72;0.0;0.0;6;3;22
31.0;53922.0;Alugada;15.0;Melhora do lar;B;5000.0;10.59;0.0;0.0;5;4;9
22.0;85000.0;Hipotecada;4.0;Empreendimento;A;12000.0;6.91;0.0;0.0;3;2;23
23.0;46443.0;Alugada;7.0;Educativo;A;6000.0;7.9;0.0;0.0;4;2;11
25.0;66800.0;Hipotecada;3.0;Pagamento de débitos;A;12000.0;9.63;1.0;0.0;4;2;23
27.0;38000.0;Alugada;5.0;Médico;A;3000.0;7.49;0.0;0.0;8;3;5
21.0;57000.0;Alugada;5.0;Pagamento de débitos;A;12000.0;7.29;0.0;0.0;4;2;23
22.0;46976.0;Própria;5.0;Pessoal;C;11000.0;14.26;0.0;1.0;2;2;21
21.0;65000.0;Própria;5.0;Médico;A;5000.0;5.79;0.0;0.0;4;2;9
30.0;80000.0;Hipotecada;14.0;Empreendimento;C;8000.0;13.92;0.0;0.0;8;3;15
33.0;63996.0;Alugada;4.0;Educativo;B;3200.0;10.74;0.0;0.0;9;4;6
33.0;30500.0;Hipotecada;1.0;Melhora do lar;B;10000.0;9.33;1.0;0.0;6;4;19
32.0;64000.0;Hipotecada;2.0;Educativo;A;8000.0;6.76;0.0;0.0;7;4;15
35.0;115000.0;Alugada;1.0;Empreendimento;B;28000.0;9.91;0.0;0.0;6;4;55
24.0;55000.0;Hipotecada;1.0;Melhora do lar;A;5275.0;8.07;0.0;0.0;4;2;10
25.0;45000.0;Própria;1.0;Melhora do lar;C;9000.0;11.03;0.0;0.0;2;2;17
24.0;45000.0;Hipotecada;8.0;Educativo;A;5000.0;5.79;0.0;0.0;2;2;9
23.0;33500.0;Alugada;2.0;Educativo;E;2500.0;15.68;1.0;1.0;4;2;4
28.0;39000.0;Alugada;6.0;Médico;D;3600.0;16.29;1.0;0.0;8;3;7
26.0;46000.0;Alugada;4.0;Pessoal;A;9000.0;7.14;0.0;0.0;3;3;17
22.0;60000.0;Hipotecada;6.0;Empreendimento;D;24250.0;15.31;0.0;1.0;2;2;48
29.0;50000.0;Hipotecada;5.0;Pessoal;B;8000.0;10.37;0.0;0.0;7;3;15
22.0;49500.0;Alugada;0.0;Pessoal;C;9000.0;14.35;0.0;1.0;4;2;17
27.0;112921.0;Hipotecada;11.0;Melhora do lar;E;19000.0;16.35;0.0;0.0;10;3;37
23.0;100000.0;Alugada;4.0;Empreendimento;B;4150.0;10.65;0.0;0.0;2;2;8
28.0;85000.0;Alugada;8.0;Pagamento de débitos;B;8000.0;11.71;0.0;0.0;5;3;15
25.0;96000.0;Hipotecada;4.0;Empreendimento;B;10925.0;12.69;0.0;0.0;4;2;21
23.0;57000.0;Hipotecada;7.0;Pessoal;A;9250.0;5.99;0.0;0.0;4;2;18
29.0;88055.0;Hipotecada;6.0;Pagamento de débitos;B;21600.0;12.42;0.0;0.0;8;3;43
27.0;58000.0;Alugada;0.0;Educativo;C;4600.0;13.99;0.0;1.0;10;3;9
44.0;37000.0;Alugada;0.0;Médico;C;3500.0;12.87;0.0;1.0;13;6;6
24.0;36000.0;Hipotecada;8.0;Empreendimento;A;3250.0;6.39;0.0;0.0;2;2;6
22.0;70000.0;Hipotecada;6.0;Médico;B;2000.0;11.49;0.0;0.0;4;2;3
41.0;68000.0;Alugada;0.0;Educativo;C;15000.0;13.47;0.0;1.0;12;6;29
22.0;45000.0;Hipotecada;6.0;Pessoal;A;5000.0;6.99;0.0;0.0;3;2;9
24.0;238000.0;Hipotecada;2.0;Pagamento de débitos;A;7000.0;7.66;1.0;0.0;2;2;13
22.0;71004.0;Alugada;6.0;Pessoal;B;1800.0;11.12;0.0;0.0;4;2;3
29.0;31500.0;Alugada;11.0;Educativo;A;10000.0;7.29;1.0;0.0;6;3;19
35.0;58000.0;Hipotecada;8.0;Médico;C;6000.0;12.99;0.0;1.0;8;4;11
22.0;62400.0;Alugada;2.0;Empreendimento;B;5000.0;12.69;0.0;0.0;3;2;9
25.0;54000.0;Alugada;1.0;Pessoal;D;20000.0;15.65;1.0;1.0;3;2;39
29.0;60000.0;Alugada;2.0;Pessoal;C;12000.0;14.22;0.0;1.0;6;3;23
21.0;30000.0;Alugada;5.0;Educativo;A;12000.0;5.79;1.0;0.0;2;2;23
24.0;120000.0;Hipotecada;0.0;Pessoal;A;16000.0;9.63;0.0;0.0;2;2;31
39.0;32000.0;Alugada;0.0;Empreendimento;A;5000.0;9.32;0.0;0.0;12;5;9
22.0;20400.0;Alugada;1.0;Empreendimento;A;3500.0;6.99;0.0;0.0;2;2;6
29.0;28000.0;Alugada;2.0;Pessoal;D;5000.0;16.07;1.0;0.0;8;3;9
23.0;54996.0;Hipotecada;7.0;Pessoal;C;8000.0;14.35;0.0;0.0;4;2;15
31.0;46000.0;Hipotecada;5.0;Educativo;C;8000.0;13.49;1.0;1.0;5;4;15
30.0;47600.0;Hipotecada;6.0;Educativo;B;23800.0;12.42;0.0;0.0;9;3;47
31.0;80000.0;Alugada;1.0;Médico;B;9600.0;9.91;0.0;0.0;7;4;19
27.0;23400.0;Alugada;2.0;Pessoal;A;4000.0;7.49;0.0;0.0;6;3;7
27.0;35000.0;Própria;2.0;Educativo;A;14000.0;7.49;0.0;0.0;8;3;27
39.0;102000.0;Alugada;4.0;Educativo;B;7800.0;11.99;0.0;0.0;11;5;15
27.0;100000.0;Alugada;4.0;Médico;B;20000.0;11.12;0.0;0.0;9;3;39
30.0;144000.0;Hipotecada;12.0;Pessoal;C;35000.0;12.68;0.0;0.0;8;3;69
31.0;81000.0;Alugada;1.0;Pessoal;D;15000.0;14.42;1.0;0.0;6;4;29
